scenario_variation,model,row_wise,observations_attempted,correct,percent_error,run_time,input_tokens_used,output_tokens_used,cost,source_file
"semi_major_axis-9.6 M, 3.1 M, Proper Motion2",o4-mini,True,40,True,0.0442278480918827,682.25,42804,75375,0.3787344,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, Proper Motion2",o4-mini,True,60,True,0.002322835506000713,642.75,52717,62284,0.3320383,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, Proper Motion2",o4-mini,True,20,True,0.011525183610745462,430.23,16797,50581,0.24103310000000003,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, cgs",o4-mini,True,29,False,0.9900000000019397,428.12,20886,45590,0.2235706,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, cgs",o4-mini,True,50,False,0.9899975419651135,833.43,80316,73281,0.41078400000000004,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, cgs",o4-mini,True,20,False,0.989081910980518,352.69,7573,41132,0.1893111,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, yrAUMsun",o4-mini,True,60,True,2.4725897146218456e-07,773.19,74973,84947,0.4562371,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, yrAUMsun",o4-mini,True,21,True,0.00591931692233196,513.74,28980,46009,0.23431760000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, yrAUMsun",o4-mini,True,50,True,0.01768857501869861,526.83,23493,62694,0.3016959,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-0.18 M, 0.63 M",o4-mini,True,55,True,8.245355120138944e-11,1142.93,71072,120053,0.6064124000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-0.18 M, 0.63 M",o4-mini,True,30,True,0.005299331733283535,587.83,16647,52289,0.24838330000000003,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-0.18 M, 0.63 M",o4-mini,True,40,True,1.9339916119754174e-10,912.85,41427,102678,0.4973529,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-21.3 M, 3.1 M",o4-mini,True,20,True,0.03262832162184144,903.89,66659,86648,0.45457610000000004,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-21.3 M, 3.1 M",o4-mini,True,13,False,0.0681390299353137,848.8,12437,79987,0.3656235,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-21.3 M, 3.1 M",o4-mini,True,71,True,0.003175444742829787,1037.44,79302,121204,0.6205298,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M",o4-mini,True,63,True,2.3537554317565338e-05,1641.58,111447,171537,0.8773545,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M",o4-mini,True,10,True,1.7716411144259523e-10,717.45,14224,61869,0.28787,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M",o4-mini,True,30,True,1.7205395698733426e-10,472.05,24277,58345,0.2834227,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion",o4-mini,True,10,False,3.099376187158331,327.23,4308,36101,0.16358319999999998,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion",o4-mini,True,11,False,0.7156966727399574,545.91,33413,65831,0.32641070000000005,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion",o4-mini,True,11,False,10.012402417081947,602.44,12879,69249,0.3188625,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion2",o4-mini,True,30,True,0.011304745979500597,1184.61,165895,128877,0.7495433,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion2",o4-mini,True,21,False,4.690884104650851,1519.94,102480,158543,0.8103172000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion2",o4-mini,True,37,False,2.620504118014349,848.7,71260,96448,0.5027572,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, cgs",o4-mini,True,3,False,0.9888022454757731,333.98,9606,35951,0.168751,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, cgs",o4-mini,True,30,False,0.99000000000184,628.56,39862,67154,0.3393258,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, cgs",o4-mini,True,10,False,0.9900000000017277,315.36,11704,33330,0.1595264,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, yrAUMsun",o4-mini,True,10,True,1.7675531615487112e-10,502.38,9631,54157,0.24888490000000002,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, yrAUMsun",o4-mini,True,10,True,1.253236651402499e-08,266.43,5548,32572,0.14941959999999999,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, yrAUMsun",o4-mini,True,40,True,1.8301611413137225e-10,1279.83,92509,140418,0.7195991,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star2-0.18 M, 0.63 M",o4-mini,True,20,True,2.176506807352215e-12,261.86,18561,28740,0.1468731,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star2-0.18 M, 0.63 M",o4-mini,True,15,True,0.033672942245734715,374.47,40946,44038,0.23880780000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star2-0.18 M, 0.63 M",o4-mini,True,71,False,1.2510732145868195,1441.08,147298,165451,0.8900122000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star2-21.3 M, 3.1 M",o4-mini,True,20,True,1.4342828041432004e-05,1313.31,32216,108196,0.5115,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star2-21.3 M, 3.1 M",o4-mini,True,31,False,0.15057873913932202,381.84,13292,38999,0.18621680000000002,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star2-21.3 M, 3.1 M",o4-mini,True,10,False,0.2688722376879386,342.01,7422,37942,0.17510900000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star2-9.6 M, 3.1 M",o4-mini,True,20,True,1.913762551273408e-10,629.74,18846,72110,0.3380146,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star2-9.6 M, 3.1 M",o4-mini,True,10,False,0.40325025909039725,443.62,14166,48059,0.2270422,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_major_axis_star2-9.6 M, 3.1 M",o4-mini,True,40,True,0.0003278337062033115,651.98,56542,77019,0.4010798,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-0.18 M, 0.63 M",o4-mini,True,44,True,2.7768001599117e-10,1424.07,118409,147966,0.7813003000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-0.18 M, 0.63 M",o4-mini,True,54,False,0.11083484374236302,917.15,57337,88708,0.4533859,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-0.18 M, 0.63 M",o4-mini,True,20,True,3.9686077708647304e-10,420.86,24065,42118,0.21179070000000003,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-21.3 M, 3.1 M",o4-mini,True,10,False,0.11915198055928233,354.6,6485,36883,0.1694187,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-21.3 M, 3.1 M",o4-mini,True,10,True,2.010521334398207e-06,212.82,7446,22504,0.10720820000000002,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-21.3 M, 3.1 M",o4-mini,True,20,False,0.2535578791834405,733.9,23201,82868,0.39014030000000005,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M",o4-mini,True,50,True,4.6434964999608066e-10,301.35,29811,33818,0.1815913,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M",o4-mini,True,20,True,0.0009016742468117184,460.58,16095,43975,0.21119450000000003,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M",o4-mini,True,10,False,0.2648795886080805,367.21,10578,42552,0.1988646,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion",o4-mini,True,10,False,0.22497589288135272,358.79,9134,36229,0.16945500000000002,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion",o4-mini,True,60,True,4.3488473604270914e-10,1127.02,51526,110124,0.5412242,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion",o4-mini,True,10,False,0.5432135781641662,229.87,8074,28382,0.1337622,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion2",o4-mini,True,30,True,1.0191939256608623e-07,743.58,27789,76273,0.3661691,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion2",o4-mini,True,60,False,0.08301551885801411,711.42,46895,61412,0.32179730000000006,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion2",o4-mini,True,30,False,0.10899217627380715,672.97,24517,74185,0.35338270000000005,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star1-0.18 M, 0.63 M",o4-mini,True,30,True,4.2052683303692066e-10,1283.07,123797,133688,0.7244039000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star1-0.18 M, 0.63 M",o4-mini,True,10,True,4.68372533182736e-10,234.4,9060,24745,0.118844,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star1-0.18 M, 0.63 M",o4-mini,True,30,True,2.898693684660281e-10,1049.11,93796,122409,0.6417752000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star1-21.3 M, 3.1 M",o4-mini,True,10,False,23.2265407954485,118.46,2794,13416,0.0621038,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star1-21.3 M, 3.1 M",o4-mini,True,20,True,2.4749167070845957e-08,351.7,18806,37280,0.1847186,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star1-21.3 M, 3.1 M",o4-mini,True,12,True,7.947338096731277e-10,324.93,12943,29675,0.14480730000000003,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star1-9.6 M, 3.1 M",o4-mini,True,40,False,0.10436626177921685,457.52,37001,49417,0.25813590000000003,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star1-9.6 M, 3.1 M",o4-mini,True,19,True,4.47268556320018e-10,366.19,20578,36423,0.18289700000000003,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star1-9.6 M, 3.1 M",o4-mini,True,10,True,4.454269698087794e-10,243.95,16596,29645,0.1486936,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star2-0.18 M, 0.63 M",o4-mini,True,30,True,3.527695957734581e-10,414.6,17212,44417,0.21436800000000003,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star2-0.18 M, 0.63 M",o4-mini,True,20,True,3.143704208236405e-10,766.94,19548,63873,0.302544,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star2-0.18 M, 0.63 M",o4-mini,True,10,True,2.0362233888787539e-10,239.82,12202,24499,0.1212178,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star2-21.3 M, 3.1 M",o4-mini,True,10,True,4.1860161523750515e-10,370.7,9727,37454,0.17549730000000002,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star2-21.3 M, 3.1 M",o4-mini,True,50,True,4.1590336868876275e-10,464.0,31498,36200,0.1939278,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star2-21.3 M, 3.1 M",o4-mini,True,31,True,4.082226510025881e-10,508.58,20975,62276,0.2970869,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star2-9.6 M, 3.1 M",o4-mini,True,10,True,4.697552255128769e-10,333.92,10059,38540,0.1806409,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star2-9.6 M, 3.1 M",o4-mini,True,18,True,4.725349298836489e-10,726.51,25872,58315,0.28504520000000005,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"semi_minor_axis_star2-9.6 M, 3.1 M",o4-mini,True,10,False,2.7006255933875107,162.93,6999,19718,0.0944581,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"specific_angular_momentum-0.18 M, 0.63 M",o4-mini,True,10,True,4.379968932565681e-05,204.06,13040,18772,0.0969408,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"specific_angular_momentum-0.18 M, 0.63 M",o4-mini,True,6,True,1.3476345547873223e-07,317.99,17870,30025,0.151767,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"specific_angular_momentum-0.18 M, 0.63 M",o4-mini,True,8,True,1.5674690099877043e-05,289.02,30728,34683,0.186406,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"specific_angular_momentum-21.3 M, 3.1 M",o4-mini,True,15,False,0.9999084212211009,157.89,6958,16585,0.0806278,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"specific_angular_momentum-21.3 M, 3.1 M",o4-mini,True,19,True,3.99725640847339e-05,533.21,35961,42455,0.2263591,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"specific_angular_momentum-21.3 M, 3.1 M",o4-mini,True,12,True,1.347210015645771e-07,156.24,9847,19455,0.0964337,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"specific_angular_momentum-9.6 M, 3.1 M",o4-mini,True,7,True,9.981878685043097e-06,232.91,16155,23231,0.11998690000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"specific_angular_momentum-9.6 M, 3.1 M",o4-mini,True,6,True,1.4774984656625776e-07,413.27,29401,35855,0.19010310000000002,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"specific_angular_momentum-9.6 M, 3.1 M",o4-mini,True,5,True,1.4936672429780336e-07,221.14,10530,27381,0.13205940000000002,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-0.18 M, 0.63 M",o4-mini,True,50,False,0.24390999174375846,428.96,49892,45730,0.2560932,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-0.18 M, 0.63 M",o4-mini,True,100,True,0.0725295898723438,729.64,70385,66069,0.36812710000000004,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-0.18 M, 0.63 M",o4-mini,True,63,True,0.025801272537365832,1426.58,160793,156445,0.8652303,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-21.3 M, 3.1 M",o4-mini,True,70,False,0.20931763842326667,542.32,49775,62116,0.3280629,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-21.3 M, 3.1 M",o4-mini,True,100,True,0.05908798972368742,644.04,59316,64539,0.3492192,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-21.3 M, 3.1 M",o4-mini,True,100,False,0.22038719148534103,477.0,30949,51779,0.26187150000000003,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-9.6 M, 3.1 M",o4-mini,True,100,True,0.10846529638403485,479.96,34982,52697,0.270347,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-9.6 M, 3.1 M",o4-mini,True,10,True,0.01795669327294196,222.75,5160,20191,0.0945164,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-9.6 M, 3.1 M",o4-mini,True,10,False,0.27979496245923524,670.28,7486,66011,0.298683,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"total_mass-0.18 M, 0.63 M",o4-mini,True,40,True,0.0054846727319973355,530.63,29656,56082,0.27938240000000003,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"total_mass-0.18 M, 0.63 M",o4-mini,True,34,False,0.10058261077411475,707.62,38556,63615,0.3223176,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"total_mass-0.18 M, 0.63 M",o4-mini,True,35,False,1.48287281625215,639.07,43018,66312,0.3390926,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"total_mass-21.3 M, 3.1 M",o4-mini,True,33,False,0.9889884626709792,585.47,35262,60605,0.3054502,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"total_mass-21.3 M, 3.1 M",o4-mini,True,6,True,0.0014423287180703663,519.26,28623,44188,0.22591250000000002,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"total_mass-21.3 M, 3.1 M",o4-mini,True,30,False,0.34267468547106084,448.37,38830,50227,0.26371180000000005,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"total_mass-9.6 M, 3.1 M",o4-mini,True,12,False,0.19955014815354788,552.12,8019,51728,0.2364241,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"total_mass-9.6 M, 3.1 M",o4-mini,True,13,False,0.9902152940639715,481.99,14373,41911,0.2002187,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"total_mass-9.6 M, 3.1 M",o4-mini,True,3,True,2.24290901160235e-06,169.27,7344,20612,0.0987712,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_20per_path-0.18 M, 0.63 M",o4-mini,True,34,True,0.5293360620652138,1600.73,64700,168364,0.8119716,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_20per_path-0.18 M, 0.63 M",o4-mini,True,11,True,0.6881796673453611,528.81,7239,54101,0.2460073,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_20per_path-0.18 M, 0.63 M",o4-mini,True,23,False,4.603181041905355,1192.6,32155,129259,0.6041101,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_20per_path-21.3 M, 3.1 M",o4-mini,True,4,False,16.691588467965754,894.99,5637,62054,0.2792383,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_20per_path-21.3 M, 3.1 M",o4-mini,True,4,False,16.667050897275093,847.17,10510,80508,0.3657962,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_20per_path-21.3 M, 3.1 M",o4-mini,True,34,False,0.9720502122783674,1954.22,119789,210147,1.0564147000000002,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_20per_path-9.6 M, 3.1 M",o4-mini,True,40,False,4.248722364173842,1387.49,43677,156176,0.7352191000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_20per_path-9.6 M, 3.1 M",o4-mini,True,45,True,0.10093840419853778,4091.3,36988,177420,0.8213348,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_20per_path-9.6 M, 3.1 M",o4-mini,True,20,True,0.010479759520287086,729.13,13192,78771,0.3611036,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_70per_path-0.18 M, 0.63 M",o4-mini,True,2,False,3.397042333040149,128.7,2342,15665,0.0715022,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_70per_path-0.18 M, 0.63 M",o4-mini,True,11,False,16.603372722831416,2176.44,116956,235179,1.1634392,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_70per_path-0.18 M, 0.63 M",o4-mini,True,37,False,10.14109673586326,1705.57,47909,182294,0.8547935000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_70per_path-21.3 M, 3.1 M",o4-mini,True,23,False,7.892518233225871,1641.71,28872,147264,0.6797208,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_70per_path-21.3 M, 3.1 M",o4-mini,True,15,False,7.792321265623111,2918.44,37057,118668,0.5629019000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_70per_path-21.3 M, 3.1 M",o4-mini,True,5,False,7.792321265623111,592.31,13357,62425,0.28936270000000003,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_70per_path-9.6 M, 3.1 M",o4-mini,True,12,False,10.920756713845893,1862.94,105623,204669,1.0167289,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_70per_path-9.6 M, 3.1 M",o4-mini,True,10,False,11.1416276681332,1755.87,13634,50156,0.2356838,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"travel_time_orbital_70per_path-9.6 M, 3.1 M",o4-mini,True,11,True,0.010222044828764794,1834.49,33097,173642,0.8004315000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-0.18 M, 0.63 M",o4-mini,True,0,True,,254.16,2207,26718,0.11998690000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-0.18 M, 0.63 M",o4-mini,True,100,False,,886.73,98626,78906,0.455675,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-0.18 M, 0.63 M",o4-mini,True,10,True,,322.66,6843,36775,0.16933730000000002,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-21.3 M, 3.1 M",o4-mini,True,20,True,,241.14,9854,23136,0.11263780000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-21.3 M, 3.1 M",o4-mini,True,10,True,,233.07,7366,21797,0.1040094,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-21.3 M, 3.1 M",o4-mini,True,10,True,,291.21,12738,32670,0.1577598,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 1.7e9",o4-mini,True,10,False,,144.22,6941,17206,0.08334150000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 1.7e9",o4-mini,True,8,False,,125.93,2517,14791,0.0678491,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 1.7e9",o4-mini,True,0,False,,73.26,658,8089,0.0363154,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 8.3e8",o4-mini,True,11,False,,593.94,24525,62723,0.3029587,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 8.3e8",o4-mini,True,0,False,,47.95,658,4951,0.022508200000000003,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 8.3e8",o4-mini,True,20,False,,539.59,12598,52850,0.24639780000000003,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 8.3e8 Proper Motion",o4-mini,True,10,False,,161.87,3103,19424,0.0888789,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 8.3e8 Proper Motion",o4-mini,True,60,False,,687.93,46174,73210,0.3729154,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 8.3e8 Proper Motion",o4-mini,True,10,False,,125.07,5258,14489,0.06953540000000001,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-9.6 M, 3.1 M",o4-mini,True,10,True,,105.77,4847,13244,0.0636053,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-9.6 M, 3.1 M",o4-mini,True,10,True,,133.84,2575,13673,0.0629937,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"virial_theorem-9.6 M, 3.1 M",o4-mini,True,10,True,,114.8,3072,11944,0.055932800000000005,o4-mini_row_wise_100_10/o4-mini_row_wise_100_10.json
"K+U-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,8,False,0.9790055282315314,21.33,12667,1236,0.044027500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,8,False,0.9787202314662893,21.8,16244,1364,0.05425,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,8,False,0.8510457546439126,17.86,9554,924,0.033125,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,False,1.0026698892866317,26.46,16513,1637,0.05765250000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,True,0.24377113933407135,22.01,16775,1355,0.0554875,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,1.0057632695748577,18.36,9623,986,0.0339175,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-10.1 M, 5.6 M, Unbound",gpt-4o-2024-11-20,True,11,False,0.6014865519101592,26.0,13443,1732,0.05092750000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
